age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status
31.00,male,Associate,54977.00,6,MORTGAGE,10000.00,VENTURE,9.88,0.18,8,667,Yes,0
28.00,female,High School,72050.00,7,RENT,5000.00,HOMEIMPROVEMENT,5.79,0.07,10,444,Yes,0
28.00,male,Bachelor,73102.00,3,RENT,5000.00,PERSONAL,8.49,0.07,5,608,Yes,0
27.00,female,Associate,65827.00,1,RENT,5000.00,DEBTCONSOLIDATION,11.99,0.08,10,679,No,1
31.00,female,Master,55035.00,8,MORTGAGE,7500.00,VENTURE,10.62,0.14,5,629,No,0
31.00,male,Associate,54861.00,9,MORTGAGE,2500.00,DEBTCONSOLIDATION,7.88,0.05,8,673,No,0
32.00,male,High School,72818.00,9,RENT,5000.00,MEDICAL,7.29,0.07,9,564,Yes,0
30.00,male,Associate,73086.00,7,RENT,5000.00,MEDICAL,11.01,0.07,8,673,No,0
31.00,female,High School,47801.00,8,MORTGAGE,22000.00,EDUCATION,11.36,0.46,5,680,No,1
29.00,female,High School,55231.00,7,OWN,6800.00,EDUCATION,10.62,0.12,5,642,Yes,0
28.00,male,Master,72924.00,7,RENT,5000.00,HOMEIMPROVEMENT,15.70,0.07,7,635,No,0
27.00,male,Associate,65927.00,4,RENT,5000.00,DEBTCONSOLIDATION,13.17,0.08,8,654,No,1
29.00,male,Master,54803.00,8,MORTGAGE,14000.00,HOMEIMPROVEMENT,13.48,0.26,5,670,Yes,0
30.00,female,Doctorate,73176.00,9,RENT,5000.00,DEBTCONSOLIDATION,11.01,0.07,7,666,No,0
30.00,female,Associate,65645.00,10,RENT,5000.00,VENTURE,15.13,0.08,9,584,No,1
32.00,male,Bachelor,72921.00,9,RENT,5000.00,VENTURE,8.88,0.07,10,636,Yes,0
30.00,male,Bachelor,73212.00,7,RENT,5000.00,VENTURE,12.69,0.07,8,712,Yes,0
30.00,male,Associate,54859.00,9,MORTGAGE,3250.00,EDUCATION,10.62,0.06,6,561,No,0
28.00,male,Bachelor,73687.00,7,RENT,5000.00,VENTURE,10.37,0.07,7,669,No,0
27.00,male,Bachelor,75397.00,5,RENT,5000.00,DEBTCONSOLIDATION,11.01,0.07,5,603,No,0
28.00,female,High School,55082.00,5,OWN,15000.00,MEDICAL,9.88,0.27,6,648,Yes,0
29.00,female,High School,55206.00,10,OWN,20000.00,VENTURE,10.62,0.36,6,660,Yes,0
27.00,male,Associate,76738.00,4,RENT,5000.00,DEBTCONSOLIDATION,10.00,0.07,5,708,Yes,0
34.00,female,Bachelor,77438.00,11,RENT,5000.00,EDUCATION,9.63,0.06,7,650,No,0
27.00,female,High School,77573.00,5,RENT,5000.00,VENTURE,12.99,0.06,8,582,Yes,0
27.00,female,Associate,54757.00,2,OWN,3500.00,PERSONAL,11.14,0.06,8,635,No,0
27.00,male,Associate,55125.00,4,MORTGAGE,18000.00,MEDICAL,12.87,0.33,8,502,Yes,0
27.00,female,Bachelor,55350.00,5,MORTGAGE,12000.00,HOMEIMPROVEMENT,8.94,0.22,6,684,No,0
35.00,male,Associate,55030.00,12,MORTGAGE,1000.00,VENTURE,11.01,0.02,10,651,Yes,0
27.00,male,Associate,78686.00,8,RENT,5000.00,DEBTCONSOLIDATION,13.99,0.06,9,657,No,0
28.00,female,Associate,71929.00,4,RENT,5000.00,DEBTCONSOLIDATION,15.23,0.07,6,671,No,1
27.00,male,Bachelor,54726.00,4,MORTGAGE,4000.00,VENTURE,11.01,0.07,7,629,Yes,0
27.00,male,Bachelor,55006.00,5,MORTGAGE,16750.00,DEBTCONSOLIDATION,8.94,0.3,7,677,Yes,0
30.00,male,Associate,54864.00,7,MORTGAGE,10000.00,VENTURE,13.57,0.18,6,672,Yes,0
34.00,female,Bachelor,78575.00,7,RENT,5000.00,HOMEIMPROVEMENT,10.59,0.06,9,636,Yes,0
27.00,female,High School,79991.00,3,RENT,5000.00,MEDICAL,13.99,0.06,10,533,Yes,0
33.00,male,Associate,80483.00,10,RENT,5000.00,EDUCATION,7.29,0.06,8,522,Yes,0
27.00,male,Master,73008.00,5,RENT,5000.00,PERSONAL,14.54,0.07,10,589,No,1
34.00,male,Bachelor,55156.00,12,MORTGAGE,3800.00,DEBTCONSOLIDATION,13.16,0.07,5,650,Yes,0
29.00,male,Master,47768.00,8,MORTGAGE,10000.00,PERSONAL,11.01,0.21,5,687,No,1
27.00,female,Associate,72976.00,6,RENT,5000.00,HOMEIMPROVEMENT,15.21,0.07,9,599,No,1
29.00,male,Bachelor,73054.00,11,RENT,5000.00,MEDICAL,14.22,0.07,9,692,No,1
27.00,male,Associate,80457.00,5,RENT,5000.00,VENTURE,5.79,0.06,6,540,Yes,0
28.00,male,High School,81729.00,4,RENT,5000.00,DEBTCONSOLIDATION,14.26,0.06,8,590,Yes,0
28.00,male,High School,81252.00,5,RENT,5000.00,EDUCATION,11.86,0.06,10,542,Yes,0
32.00,female,Associate,82764.00,10,RENT,5000.00,VENTURE,15.70,0.06,7,610,Yes,0
33.00,female,High School,82447.00,12,RENT,5000.00,EDUCATION,13.49,0.06,8,641,No,0
30.00,female,High School,77228.00,7,RENT,5000.00,PERSONAL,10.39,0.06,8,662,No,1
31.00,female,Associate,55000.00,7,MORTGAGE,6000.00,PERSONAL,9.32,0.11,9,643,Yes,0
27.00,male,Associate,85141.00,7,RENT,5000.00,PERSONAL,9.63,0.06,5,671,No,0
27.00,male,Master,55013.00,4,OWN,20000.00,VENTURE,12.84,0.36,10,675,No,0
34.00,female,Bachelor,85345.00,13,RENT,5000.00,DEBTCONSOLIDATION,9.91,0.06,7,658,No,0
30.00,male,High School,84983.00,7,RENT,5000.00,PERSONAL,11.71,0.06,5,662,Yes,0
35.00,female,Associate,84618.00,13,RENT,5000.00,VENTURE,7.74,0.06,6,630,Yes,0
29.00,male,Associate,55013.00,7,MORTGAGE,13000.00,EDUCATION,9.63,0.24,9,666,Yes,0
29.00,female,Associate,85055.00,7,RENT,5000.00,EDUCATION,11.01,0.06,6,572,Yes,0
29.00,female,Associate,54722.00,7,OWN,8000.00,MEDICAL,12.21,0.15,10,664,No,0
34.00,female,High School,87662.00,11,RENT,5000.00,MEDICAL,10.59,0.06,9,609,No,0
28.00,male,Bachelor,87465.00,5,RENT,5000.00,PERSONAL,10.59,0.06,9,685,Yes,0
28.00,female,High School,88008.00,3,RENT,5000.00,MEDICAL,8.88,0.06,7,677,Yes,0
30.00,female,Bachelor,88201.00,5,RENT,5000.00,PERSONAL,13.85,0.06,6,639,Yes,0
27.00,male,Master,55032.00,5,MORTGAGE,12000.00,MEDICAL,9.76,0.22,6,693,No,0
32.00,male,Bachelor,91117.00,8,RENT,5000.00,MEDICAL,9.99,0.05,8,712,Yes,0
31.00,male,Master,90957.00,8,RENT,5000.00,MEDICAL,10.75,0.05,6,631,No,0
28.00,female,High School,91047.00,6,RENT,5000.00,MEDICAL,7.88,0.05,10,649,Yes,0
31.00,male,High School,48195.00,6,MORTGAGE,12000.00,HOMEIMPROVEMENT,13.30,0.25,7,560,No,1
30.00,female,Bachelor,91367.00,1,RENT,5000.00,PERSONAL,10.62,0.05,5,688,Yes,0
32.00,female,Bachelor,47813.00,8,MORTGAGE,2800.00,HOMEIMPROVEMENT,12.17,0.06,6,666,No,1
28.00,female,Bachelor,55136.00,6,MORTGAGE,6000.00,VENTURE,5.42,0.11,9,651,Yes,0
28.00,male,Doctorate,55043.00,4,MORTGAGE,10175.00,EDUCATION,12.69,0.18,9,727,No,0
33.00,male,Bachelor,55399.00,13,MORTGAGE,7000.00,VENTURE,8.00,0.13,7,688,No,0
28.00,male,High School,95109.00,8,RENT,5000.00,HOMEIMPROVEMENT,14.27,0.05,6,622,No,0
34.00,female,High School,55090.00,11,MORTGAGE,5000.00,PERSONAL,9.63,0.09,9,634,Yes,0
34.00,male,Associate,97037.00,10,RENT,5000.00,VENTURE,11.01,0.05,9,641,Yes,0
32.00,male,High School,97173.00,10,RENT,5000.00,DEBTCONSOLIDATION,11.01,0.05,6,654,Yes,0
34.00,male,Associate,96600.00,15,RENT,5000.00,HOMEIMPROVEMENT,6.17,0.05,10,614,Yes,0
29.00,male,Bachelor,55477.00,9,MORTGAGE,15150.00,PERSONAL,14.54,0.27,10,689,Yes,0
28.00,female,Doctorate,89523.00,7,RENT,5000.00,DEBTCONSOLIDATION,15.21,0.06,8,707,No,1
27.00,male,Bachelor,55406.00,2,MORTGAGE,4800.00,MEDICAL,11.01,0.09,8,622,Yes,0
27.00,female,High School,97097.00,1,RENT,5000.00,VENTURE,13.47,0.05,9,670,No,0
28.00,male,Associate,99548.00,3,RENT,5000.00,PERSONAL,14.26,0.05,5,665,Yes,0
33.00,female,Associate,99258.00,10,RENT,5000.00,VENTURE,7.51,0.05,8,594,Yes,0
34.00,male,Doctorate,99072.00,12,RENT,5000.00,HOMEIMPROVEMENT,8.32,0.05,9,664,Yes,0
33.00,female,Bachelor,99647.00,13,RENT,5000.00,HOMEIMPROVEMENT,7.51,0.05,5,632,Yes,0
32.00,male,High School,79483.00,12,RENT,5000.00,MEDICAL,11.28,0.06,9,654,No,1
32.00,male,Master,55807.00,10,MORTGAGE,18250.00,PERSONAL,12.73,0.33,5,554,Yes,0
29.00,male,Associate,55866.00,8,MORTGAGE,10000.00,HOMEIMPROVEMENT,10.65,0.18,10,614,Yes,0
29.00,female,Bachelor,81475.00,7,RENT,5000.00,MEDICAL,7.51,0.06,10,613,No,1
28.00,male,Associate,55427.00,6,OWN,8400.00,MEDICAL,11.01,0.15,5,590,No,0
33.00,female,High School,103074.00,11,RENT,5000.00,EDUCATION,7.90,0.05,8,541,Yes,0
31.00,male,Associate,55833.00,11,MORTGAGE,7500.00,VENTURE,11.49,0.13,5,562,Yes,0
27.00,female,Doctorate,55999.00,7,MORTGAGE,5000.00,DEBTCONSOLIDATION,13.23,0.09,8,611,Yes,0
27.00,male,Bachelor,55541.00,4,OWN,14000.00,VENTURE,13.92,0.25,6,661,Yes,0
34.00,female,Associate,102814.00,12,RENT,5000.00,VENTURE,11.83,0.05,5,625,Yes,0
31.00,female,Bachelor,55585.00,11,MORTGAGE,7000.00,EDUCATION,9.88,0.13,8,670,No,0
30.00,female,Associate,102791.00,10,RENT,5000.00,VENTURE,15.05,0.05,9,705,Yes,0
29.00,male,High School,55954.00,3,MORTGAGE,6000.00,DEBTCONSOLIDATION,13.49,0.11,8,668,No,0
35.00,male,High School,102932.00,11,RENT,5000.00,HOMEIMPROVEMENT,9.07,0.05,6,671,Yes,0
31.00,female,Bachelor,104257.00,9,RENT,5000.00,DEBTCONSOLIDATION,11.01,0.05,8,660,Yes,0
27.00,male,Associate,55640.00,7,MORTGAGE,15350.00,VENTURE,8.90,0.28,10,580,Yes,0
27.00,female,Associate,55370.00,2,MORTGAGE,3000.00,MEDICAL,6.99,0.05,7,603,Yes,0
27.00,male,Bachelor,55920.00,1,MORTGAGE,7500.00,EDUCATION,5.42,0.13,5,640,Yes,0
33.00,male,Associate,55866.00,8,MORTGAGE,4000.00,EDUCATION,5.99,0.07,10,654,Yes,0
27.00,female,Associate,56039.00,3,MORTGAGE,1450.00,HOMEIMPROVEMENT,8.49,0.03,8,610,No,0
30.00,male,High School,48790.00,6,MORTGAGE,15000.00,EDUCATION,7.49,0.31,5,640,No,1
28.00,female,Master,108192.00,4,RENT,5000.00,HOMEIMPROVEMENT,15.20,0.05,6,691,No,0
30.00,male,Bachelor,55554.00,6,MORTGAGE,5000.00,HOMEIMPROVEMENT,7.29,0.09,8,652,Yes,0
29.00,female,High School,55859.00,9,MORTGAGE,9600.00,VENTURE,10.36,0.17,5,703,No,0
29.00,male,Master,55857.00,6,MORTGAGE,4750.00,EDUCATION,11.01,0.09,9,626,Yes,0
27.00,female,Bachelor,110214.00,3,RENT,5000.00,DEBTCONSOLIDATION,13.49,0.05,10,565,Yes,0
28.00,male,Master,56172.00,9,MORTGAGE,2500.00,VENTURE,13.35,0.04,9,514,Yes,0
30.00,male,Bachelor,111523.00,7,RENT,5000.00,VENTURE,11.01,0.04,6,665,No,0
32.00,male,Associate,116116.00,10,RENT,5000.00,PERSONAL,11.99,0.04,9,596,Yes,0
29.00,male,Bachelor,55820.00,5,MORTGAGE,2000.00,PERSONAL,7.88,0.04,10,681,Yes,0
28.00,male,High School,116285.00,5,RENT,5000.00,VENTURE,11.12,0.04,7,668,Yes,0
27.00,female,Master,48640.00,7,MORTGAGE,2500.00,VENTURE,20.00,0.05,8,568,No,1
30.00,male,Master,55727.00,11,MORTGAGE,6400.00,VENTURE,8.94,0.11,7,715,Yes,0
27.00,female,Master,118324.00,4,RENT,5000.00,VENTURE,13.98,0.04,6,693,No,0
28.00,male,Master,55710.00,3,OWN,8000.00,PERSONAL,15.58,0.14,10,690,No,0
27.00,female,Bachelor,55761.00,4,MORTGAGE,1000.00,EDUCATION,16.29,0.02,9,659,No,0
28.00,male,Bachelor,121106.00,10,RENT,5000.00,MEDICAL,11.49,0.04,10,566,Yes,0
27.00,male,Associate,55958.00,5,OWN,14000.00,MEDICAL,11.01,0.25,6,555,Yes,0
27.00,female,Bachelor,55933.00,6,MORTGAGE,9300.00,PERSONAL,11.01,0.17,10,570,No,0
30.00,male,Associate,48639.00,5,MORTGAGE,14500.00,DEBTCONSOLIDATION,10.75,0.3,7,710,No,1
27.00,female,High School,121110.00,6,RENT,5000.00,MEDICAL,12.42,0.04,8,651,No,0
32.00,male,Bachelor,121059.00,11,RENT,5000.00,HOMEIMPROVEMENT,11.01,0.04,6,694,Yes,0
29.00,female,Bachelor,120893.00,9,RENT,5000.00,EDUCATION,12.23,0.04,8,630,No,0
35.00,female,Bachelor,121282.00,12,RENT,5000.00,MEDICAL,7.74,0.04,7,595,Yes,0
27.00,male,High School,124724.00,6,RENT,5000.00,VENTURE,9.32,0.04,7,500,Yes,0
28.00,male,High School,48947.00,6,MORTGAGE,10000.00,EDUCATION,8.49,0.2,8,566,No,1
35.00,female,Associate,114911.00,15,RENT,5000.00,HOMEIMPROVEMENT,14.42,0.04,6,658,No,1
33.00,female,Doctorate,137660.00,9,RENT,5000.00,MEDICAL,11.83,0.04,9,706,No,0
35.00,female,High School,55986.00,15,MORTGAGE,15000.00,VENTURE,14.42,0.27,7,691,Yes,0
28.00,male,High School,56058.00,7,OTHER,5500.00,VENTURE,10.20,0.1,10,579,Yes,0
27.00,male,Bachelor,168827.00,6,RENT,5000.00,VENTURE,9.99,0.03,8,670,No,0
27.00,male,Associate,171508.00,7,RENT,5000.00,MEDICAL,13.16,0.03,9,540,No,0
30.00,female,Associate,173831.00,7,RENT,5000.00,EDUCATION,16.32,0.03,7,673,No,0
30.00,female,Associate,56277.00,5,MORTGAGE,12000.00,EDUCATION,11.01,0.21,9,646,Yes,0
27.00,male,Bachelor,175296.00,6,RENT,5000.00,MEDICAL,12.69,0.03,7,640,Yes,0
30.00,male,Associate,56084.00,8,OWN,11200.00,HOMEIMPROVEMENT,14.27,0.2,10,590,Yes,0
27.00,female,Bachelor,56201.00,3,MORTGAGE,18000.00,MEDICAL,7.90,0.32,8,596,Yes,0
34.00,female,Bachelor,55979.00,12,MORTGAGE,10000.00,VENTURE,6.62,0.18,6,637,Yes,0
35.00,male,Master,241175.00,14,RENT,5000.00,VENTURE,11.01,0.02,10,673,No,0
31.00,male,High School,49088.00,8,MORTGAGE,9500.00,DEBTCONSOLIDATION,16.77,0.19,10,635,No,1
29.00,male,Associate,240902.00,8,RENT,5000.00,PERSONAL,7.43,0.02,10,598,No,0
28.00,female,Associate,332241.00,6,RENT,5000.00,PERSONAL,6.62,0.02,10,666,Yes,0
29.00,male,Master,56063.00,7,MORTGAGE,6000.00,VENTURE,11.49,0.11,5,657,No,0
34.00,male,Associate,55994.00,11,MORTGAGE,6700.00,DEBTCONSOLIDATION,11.01,0.12,10,653,Yes,0
28.00,female,Associate,36633.00,5,RENT,5200.00,PERSONAL,5.42,0.14,7,583,Yes,0
27.00,male,High School,56264.00,6,OWN,8000.00,VENTURE,11.01,0.14,9,656,Yes,0
28.00,male,High School,56546.00,2,MORTGAGE,6500.00,PERSONAL,6.99,0.11,7,652,No,0
31.00,female,Master,47768.00,8,RENT,5200.00,DEBTCONSOLIDATION,13.48,0.11,9,620,No,0
30.00,female,Associate,56403.00,7,OWN,6000.00,PERSONAL,12.68,0.11,6,690,Yes,0
27.00,male,High School,54834.00,5,RENT,5200.00,DEBTCONSOLIDATION,13.49,0.09,8,570,Yes,0
28.00,male,High School,48047.00,6,RENT,5250.00,DEBTCONSOLIDATION,11.49,0.11,8,617,Yes,0
27.00,female,Bachelor,58516.00,6,RENT,5250.00,MEDICAL,15.27,0.09,6,640,Yes,0
29.00,male,High School,19845.00,8,RENT,5275.00,PERSONAL,14.72,0.27,8,660,No,1
31.00,female,High School,60729.00,10,RENT,5275.00,EDUCATION,12.53,0.09,6,638,Yes,0
27.00,female,Associate,56374.00,7,OWN,18000.00,EDUCATION,6.17,0.32,5,661,Yes,0
27.00,male,Bachelor,25195.00,7,RENT,5300.00,DEBTCONSOLIDATION,11.01,0.21,6,607,Yes,0
29.00,male,High School,56426.00,7,MORTGAGE,7500.00,HOMEIMPROVEMENT,14.35,0.13,5,602,No,0
29.00,male,High School,56347.00,8,MORTGAGE,4000.00,PERSONAL,6.76,0.07,9,562,Yes,0
32.00,female,Bachelor,44548.00,8,RENT,5300.00,VENTURE,8.90,0.12,6,619,Yes,0
27.00,male,Master,53129.00,4,RENT,5300.00,VENTURE,14.65,0.1,10,729,No,0
31.00,male,Associate,56173.00,9,MORTGAGE,7000.00,VENTURE,7.88,0.12,6,591,No,0
32.00,male,High School,58007.00,10,RENT,5300.00,MEDICAL,11.49,0.09,8,627,Yes,0
28.00,female,Bachelor,56146.00,2,MORTGAGE,16750.00,EDUCATION,14.96,0.3,6,662,No,0
34.00,male,Bachelor,30883.00,13,RENT,5325.00,VENTURE,10.99,0.17,7,629,Yes,0
28.00,male,Associate,19179.00,10,RENT,5375.00,PERSONAL,9.91,0.28,5,651,No,1
29.00,male,Doctorate,22369.00,7,RENT,5375.00,HOMEIMPROVEMENT,12.69,0.24,9,499,No,1
28.00,female,Master,56398.00,6,MORTGAGE,4000.00,PERSONAL,11.48,0.07,5,648,No,0
28.00,female,Associate,56275.00,8,MORTGAGE,6000.00,EDUCATION,8.00,0.11,7,582,Yes,0
30.00,female,High School,25315.00,8,RENT,5400.00,MEDICAL,14.61,0.21,7,641,Yes,0
29.00,male,Master,49278.00,6,OTHER,15000.00,DEBTCONSOLIDATION,16.63,0.3,10,537,No,1
27.00,male,Associate,56263.00,5,MORTGAGE,18000.00,DEBTCONSOLIDATION,10.74,0.32,9,575,Yes,0
30.00,female,Master,36078.00,8,RENT,5400.00,DEBTCONSOLIDATION,7.14,0.15,10,620,Yes,0
28.00,male,Bachelor,56164.00,4,MORTGAGE,6000.00,DEBTCONSOLIDATION,10.75,0.11,8,594,Yes,0
29.00,female,Bachelor,56477.00,7,MORTGAGE,4800.00,HOMEIMPROVEMENT,14.72,0.08,6,647,No,0
29.00,female,Bachelor,49039.00,7,RENT,5400.00,VENTURE,7.90,0.11,7,646,Yes,0
32.00,female,Bachelor,49077.00,9,RENT,5400.00,EDUCATION,11.11,0.11,5,677,Yes,0
29.00,female,Bachelor,53639.00,5,RENT,5400.00,PERSONAL,16.00,0.1,8,672,No,1
34.00,female,Associate,61922.00,11,RENT,5400.00,PERSONAL,13.16,0.09,9,602,No,0
27.00,male,High School,65776.00,7,RENT,5400.00,HOMEIMPROVEMENT,14.27,0.08,6,629,No,0
28.00,female,Bachelor,68418.00,6,RENT,5400.00,EDUCATION,15.68,0.08,6,522,Yes,0
31.00,female,High School,56519.00,8,MORTGAGE,7500.00,PERSONAL,7.88,0.13,6,652,Yes,0
27.00,female,Master,56501.00,5,MORTGAGE,11500.00,DEBTCONSOLIDATION,13.48,0.2,8,707,Yes,0
29.00,male,High School,56415.00,3,MORTGAGE,12000.00,EDUCATION,7.51,0.21,10,628,Yes,0
29.00,female,Associate,77021.00,9,RENT,5400.00,PERSONAL,7.66,0.07,7,695,Yes,0
34.00,female,Master,56531.00,11,MORTGAGE,8500.00,EDUCATION,11.01,0.15,9,614,No,0
31.00,male,High School,56661.00,8,MORTGAGE,6250.00,DEBTCONSOLIDATION,5.79,0.11,10,653,Yes,0
29.00,female,Associate,90793.00,5,RENT,5400.00,PERSONAL,14.79,0.06,5,662,Yes,0
27.00,male,Associate,93737.00,4,RENT,5425.00,DEBTCONSOLIDATION,10.59,0.06,9,609,No,1
30.00,male,Bachelor,56906.00,7,MORTGAGE,6000.00,VENTURE,7.88,0.11,8,677,No,0
31.00,male,High School,56938.00,12,MORTGAGE,8000.00,PERSONAL,13.04,0.14,6,539,Yes,0
30.00,female,High School,49481.00,9,MORTGAGE,4800.00,HOMEIMPROVEMENT,14.65,0.1,10,629,No,1
30.00,male,Bachelor,31109.00,6,RENT,5475.00,PERSONAL,12.68,0.18,6,574,No,0
28.00,male,Bachelor,57329.00,9,MORTGAGE,5000.00,VENTURE,11.01,0.09,7,516,Yes,0
27.00,female,High School,57154.00,5,MORTGAGE,4800.00,DEBTCONSOLIDATION,11.01,0.08,10,653,Yes,0
35.00,female,Bachelor,56963.00,16,MORTGAGE,17000.00,EDUCATION,11.83,0.3,10,709,No,0
27.00,female,Associate,18996.00,5,RENT,5500.00,VENTURE,5.99,0.29,8,627,No,1
31.00,female,Associate,56995.00,12,MORTGAGE,7200.00,MEDICAL,11.01,0.13,6,700,Yes,0
32.00,female,Associate,57474.00,10,MORTGAGE,11325.00,HOMEIMPROVEMENT,7.51,0.2,10,635,Yes,0
33.00,female,Master,57323.00,11,MORTGAGE,6200.00,EDUCATION,10.99,0.11,8,604,Yes,0
27.00,male,Master,57094.00,3,MORTGAGE,12375.00,VENTURE,10.91,0.22,6,709,Yes,0
34.00,male,Master,23874.00,12,RENT,5500.00,PERSONAL,15.23,0.23,8,661,No,1
35.00,male,Bachelor,25163.00,14,RENT,5500.00,EDUCATION,12.69,0.22,7,611,No,0
27.00,female,Master,25079.00,4,RENT,5500.00,EDUCATION,12.69,0.22,5,618,No,0
27.00,female,Bachelor,57304.00,6,MORTGAGE,6000.00,HOMEIMPROVEMENT,9.99,0.1,7,632,Yes,0
27.00,male,Bachelor,25500.00,2,RENT,5500.00,MEDICAL,6.91,0.22,7,674,Yes,0
27.00,male,Associate,49696.00,7,MORTGAGE,2000.00,DEBTCONSOLIDATION,7.29,0.04,5,619,No,1
34.00,male,Associate,57138.00,11,MORTGAGE,5525.00,HOMEIMPROVEMENT,11.11,0.1,6,592,No,0
32.00,male,Associate,27147.00,10,RENT,5500.00,DEBTCONSOLIDATION,14.72,0.2,7,579,Yes,0
31.00,female,Bachelor,57215.00,9,MORTGAGE,5500.00,PERSONAL,11.01,0.1,10,689,No,0
27.00,female,Associate,57393.00,7,MORTGAGE,6500.00,VENTURE,12.87,0.11,6,587,Yes,0
28.00,female,Bachelor,29868.00,6,RENT,5500.00,PERSONAL,10.36,0.18,7,690,Yes,0
30.00,male,Bachelor,29742.00,6,RENT,5500.00,MEDICAL,13.23,0.18,8,645,Yes,0
32.00,male,Bachelor,31196.00,12,RENT,5500.00,VENTURE,11.11,0.18,10,688,Yes,0
28.00,female,High School,57279.00,5,MORTGAGE,3600.00,PERSONAL,9.91,0.06,10,628,No,0
29.00,male,Bachelor,57208.00,8,MORTGAGE,11200.00,PERSONAL,7.14,0.2,6,661,No,0
33.00,male,Associate,31380.00,11,RENT,5500.00,MEDICAL,9.88,0.18,7,670,No,0
28.00,female,High School,57469.00,5,MORTGAGE,9000.00,HOMEIMPROVEMENT,12.42,0.16,8,674,Yes,0
28.00,male,Associate,34642.00,7,RENT,5500.00,PERSONAL,12.22,0.16,5,561,Yes,0
31.00,female,Bachelor,57330.00,7,MORTGAGE,20000.00,MEDICAL,13.49,0.35,5,649,No,0
31.00,female,High School,37264.00,10,RENT,5500.00,DEBTCONSOLIDATION,8.88,0.15,9,635,No,0
31.00,female,Associate,37087.00,6,RENT,5500.00,HOMEIMPROVEMENT,15.21,0.15,7,661,No,1
29.00,female,High School,57292.00,11,MORTGAGE,8000.00,EDUCATION,12.42,0.14,9,685,No,0
28.00,male,High School,39758.00,6,RENT,5500.00,DEBTCONSOLIDATION,15.96,0.14,8,662,No,0
29.00,female,High School,50488.00,5,MORTGAGE,3800.00,MEDICAL,7.51,0.08,9,526,No,1
32.00,male,Bachelor,57554.00,10,OWN,6000.00,VENTURE,8.90,0.1,5,640,Yes,0
29.00,male,Bachelor,41885.00,5,RENT,5500.00,MEDICAL,11.01,0.13,5,601,Yes,0
27.00,male,Bachelor,57300.00,4,MORTGAGE,2650.00,EDUCATION,7.49,0.05,9,690,No,0
32.00,male,Associate,43028.00,9,RENT,5500.00,PERSONAL,11.49,0.13,7,667,No,0
34.00,female,Master,57351.00,15,OWN,14000.00,VENTURE,9.99,0.24,9,734,Yes,0
27.00,male,High School,57675.00,6,MORTGAGE,6000.00,MEDICAL,6.99,0.1,5,515,Yes,0
30.00,female,Bachelor,49373.00,6,RENT,5500.00,VENTURE,6.62,0.11,8,690,No,0
30.00,male,Bachelor,49106.00,4,RENT,5500.00,PERSONAL,7.74,0.11,6,638,Yes,0
34.00,female,Associate,51254.00,10,RENT,5500.00,DEBTCONSOLIDATION,7.66,0.11,7,692,Yes,0
33.00,male,Associate,51813.00,12,RENT,5500.00,MEDICAL,9.63,0.11,10,670,Yes,0
28.00,male,Bachelor,57678.00,5,OWN,13000.00,DEBTCONSOLIDATION,14.54,0.23,9,671,No,0
35.00,female,Bachelor,51829.00,10,RENT,5500.00,PERSONAL,13.06,0.11,8,579,No,0
30.00,male,Associate,51726.00,7,RENT,5500.00,EDUCATION,8.59,0.11,6,510,No,0
27.00,female,High School,54147.00,1,RENT,5500.00,DEBTCONSOLIDATION,13.80,0.1,10,560,No,0
35.00,male,Bachelor,55250.00,13,RENT,5500.00,MEDICAL,6.92,0.1,6,655,Yes,0
31.00,female,High School,57594.00,9,MORTGAGE,5000.00,HOMEIMPROVEMENT,10.38,0.09,6,561,No,0
29.00,male,High School,62615.00,7,RENT,5500.00,MEDICAL,11.89,0.09,9,477,Yes,0
28.00,female,Master,56760.00,8,RENT,5500.00,MEDICAL,11.11,0.1,10,737,No,1
28.00,male,Master,64793.00,5,RENT,5500.00,HOMEIMPROVEMENT,11.03,0.08,9,703,No,0
31.00,male,High School,65678.00,4,RENT,5500.00,DEBTCONSOLIDATION,13.23,0.08,9,623,Yes,0
27.00,male,Master,61165.00,4,RENT,5500.00,HOMEIMPROVEMENT,12.73,0.09,7,530,No,1
30.00,female,Master,73248.00,6,RENT,5500.00,DEBTCONSOLIDATION,7.51,0.08,10,638,Yes,0
29.00,male,Master,73016.00,6,RENT,5500.00,HOMEIMPROVEMENT,10.74,0.08,6,630,Yes,0
31.00,female,Master,50339.00,7,MORTGAGE,3200.00,MEDICAL,13.16,0.06,6,544,No,1
29.00,male,High School,57669.00,8,MORTGAGE,5000.00,DEBTCONSOLIDATION,9.76,0.09,10,660,Yes,0
31.00,male,Master,57290.00,10,MORTGAGE,10000.00,MEDICAL,11.03,0.17,7,633,Yes,0
31.00,female,Associate,85065.00,5,RENT,5500.00,EDUCATION,7.68,0.06,10,703,Yes,0
30.00,female,Master,88692.00,8,RENT,5500.00,DEBTCONSOLIDATION,9.99,0.06,9,620,Yes,0
28.00,male,Bachelor,127109.00,9,RENT,5500.00,DEBTCONSOLIDATION,15.23,0.04,7,664,Yes,0
27.00,male,Bachelor,173710.00,5,RENT,5500.00,HOMEIMPROVEMENT,19.13,0.03,5,621,No,0
