age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status,loan_status_label
29.0,Female,Associate,39877.0,5,Rent,9000.0,Personal,16.77,0.23,5,626,No,0,Non-Default
27.0,Female,Bachelor,39061.0,5,Rent,9000.0,Medical,11.48,0.23,8,688,No,1,Default
31.0,Female,High School,78724.0,9,Mortgage,7000.0,Education,7.88,0.09,5,674,No,0,Non-Default
27.0,Male,Bachelor,78447.0,6,Mortgage,24000.0,Venture,11.83,0.31,5,637,Yes,0,Non-Default
30.0,Male,Bachelor,40292.0,7,Rent,9000.0,Personal,11.22,0.22,10,681,Yes,0,Non-Default
35.0,Female,Associate,78614.0,13,Mortgage,4500.0,Medical,12.53,0.06,9,649,No,0,Non-Default
29.0,Female,High School,78407.0,10,Mortgage,15000.0,Medical,11.01,0.19,7,526,Yes,0,Non-Default
33.0,Female,High School,41718.0,13,Rent,9000.0,Venture,14.17,0.22,10,628,No,1,Default
31.0,Female,High School,41885.0,8,Rent,9000.0,Personal,11.48,0.21,5,609,Yes,0,Non-Default
30.0,Male,Master,41645.0,8,Rent,9000.0,Personal,11.01,0.22,8,653,No,0,Non-Default
28.0,Male,Master,78762.0,9,Mortgage,12000.0,Education,11.01,0.15,7,653,No,0,Non-Default
29.0,Female,Master,35990.0,6,Rent,9000.0,Home Improvement,6.54,0.25,9,619,No,1,Default
32.0,Female,High School,43214.0,8,Rent,9000.0,Medical,8.59,0.21,6,628,No,0,Non-Default
29.0,Female,High School,71586.0,5,Mortgage,5000.0,Debt Consolidation,11.71,0.07,6,608,No,1,Default
30.0,Female,Bachelor,78797.0,6,Mortgage,5600.0,Education,10.99,0.07,8,670,No,0,Non-Default
31.0,Male,Associate,35719.0,9,Rent,9000.0,Medical,15.37,0.25,9,602,No,1,Default
27.0,Female,Associate,78944.0,2,Mortgage,6500.0,Venture,11.01,0.08,6,641,Yes,0,Non-Default
35.0,Female,Bachelor,71862.0,12,Mortgage,12000.0,Medical,15.7,0.17,9,718,No,1,Default
34.0,Female,Bachelor,71530.0,11,Mortgage,17000.0,Home Improvement,17.74,0.24,10,548,No,1,Default
29.0,Male,Bachelor,37241.0,10,Rent,9000.0,Home Improvement,6.91,0.24,8,618,No,1,Default
29.0,Male,Bachelor,79076.0,7,Mortgage,2500.0,Education,9.62,0.03,6,575,No,0,Non-Default
31.0,Female,Bachelor,79108.0,8,Mortgage,23200.0,Debt Consolidation,7.9,0.29,10,638,Yes,0,Non-Default
28.0,Male,Associate,78979.0,5,Mortgage,4500.0,Medical,15.96,0.06,9,634,No,0,Non-Default
27.0,Female,Associate,79127.0,6,Mortgage,3000.0,Personal,7.51,0.04,8,610,Yes,0,Non-Default
27.0,Male,Doctorate,44927.0,4,Rent,9000.0,Medical,7.49,0.2,8,727,No,0,Non-Default
27.0,Male,Associate,72004.0,6,Mortgage,3000.0,Personal,7.9,0.04,9,693,No,1,Default
27.0,Male,Master,45300.0,6,Rent,9000.0,Medical,11.11,0.2,5,527,Yes,0,Non-Default
29.0,Male,Associate,79075.0,10,Mortgage,10000.0,Venture,11.01,0.13,5,686,No,0,Non-Default
32.0,Male,Associate,44939.0,7,Rent,9000.0,Medical,6.92,0.2,8,670,No,0,Non-Default
27.0,Female,Bachelor,45394.0,3,Rent,9000.0,Medical,8.94,0.2,7,687,No,0,Non-Default
31.0,Male,Bachelor,46088.0,7,Rent,9000.0,Debt Consolidation,7.51,0.2,6,564,Yes,0,Non-Default
27.0,Female,Master,78914.0,7,Mortgage,13225.0,Venture,12.69,0.17,6,708,Yes,0,Non-Default
35.0,Male,Bachelor,46694.0,11,Rent,9000.0,Debt Consolidation,14.65,0.19,8,572,Yes,0,Non-Default
30.0,Female,Bachelor,79204.0,11,Mortgage,20000.0,Venture,16.77,0.25,6,560,Yes,0,Non-Default
31.0,Male,High School,78939.0,10,Mortgage,5000.0,Home Improvement,6.03,0.06,9,670,Yes,0,Non-Default
28.0,Male,Master,46382.0,5,Rent,9000.0,Debt Consolidation,9.96,0.19,9,675,No,0,Non-Default
31.0,Male,Master,79055.0,9,Mortgage,20000.0,Debt Consolidation,11.71,0.25,9,728,Yes,0,Non-Default
28.0,Male,Bachelor,39738.0,2,Rent,9000.0,Education,13.99,0.23,7,600,No,1,Default
28.0,Male,Master,39682.0,7,Rent,9000.0,Personal,15.62,0.23,10,671,No,1,Default
31.0,Male,High School,48025.0,7,Rent,9000.0,Medical,10.71,0.19,6,627,Yes,0,Non-Default
27.0,Female,Bachelor,47750.0,3,Rent,9000.0,Medical,10.08,0.19,8,679,Yes,0,Non-Default
29.0,Male,Associate,48894.0,11,Rent,9000.0,Venture,14.27,0.18,5,656,No,0,Non-Default
27.0,Male,Associate,79376.0,5,Mortgage,10000.0,Venture,12.42,0.13,6,645,Yes,0,Non-Default
30.0,Female,Bachelor,48929.0,9,Rent,9000.0,Education,16.77,0.18,5,614,No,0,Non-Default
29.0,Female,Bachelor,79008.0,5,Mortgage,7000.0,Personal,11.01,0.09,10,626,Yes,0,Non-Default
28.0,Female,High School,49089.0,6,Rent,9000.0,Medical,12.53,0.18,5,581,Yes,0,Non-Default
32.0,Male,Bachelor,49084.0,9,Rent,9000.0,Debt Consolidation,14.35,0.18,6,643,Yes,0,Non-Default
31.0,Female,Associate,49886.0,8,Rent,9000.0,Personal,11.01,0.18,6,670,No,0,Non-Default
31.0,Female,Master,78902.0,9,Mortgage,3000.0,Personal,16.77,0.04,7,579,Yes,0,Non-Default
28.0,Male,Bachelor,50645.0,5,Rent,9000.0,Medical,9.88,0.18,8,678,No,0,Non-Default
29.0,Male,Associate,78786.0,7,Mortgage,4800.0,Medical,11.01,0.06,5,664,No,0,Non-Default
30.0,Male,Bachelor,78695.0,9,Mortgage,17500.0,Personal,11.01,0.22,8,652,No,0,Non-Default
27.0,Male,Bachelor,78941.0,5,Mortgage,3000.0,Medical,12.42,0.04,10,683,No,0,Non-Default
35.0,Male,High School,44355.0,11,Rent,9000.0,Medical,18.39,0.2,6,582,No,1,Default
29.0,Male,Associate,51700.0,6,Rent,9000.0,Personal,13.06,0.17,5,615,No,0,Non-Default
31.0,Male,Bachelor,78941.0,9,Mortgage,30000.0,Venture,12.69,0.38,9,693,No,0,Non-Default
29.0,Female,High School,71456.0,10,Mortgage,8000.0,Venture,16.77,0.11,8,493,No,1,Default
33.0,Female,Master,51465.0,13,Rent,9000.0,Medical,11.01,0.17,8,706,No,0,Non-Default
33.0,Female,Associate,52223.0,11,Rent,9000.0,Venture,10.37,0.17,5,665,No,0,Non-Default
33.0,Male,High School,79194.0,10,Mortgage,15000.0,Venture,7.51,0.19,8,599,No,0,Non-Default
29.0,Female,Bachelor,79036.0,4,Mortgage,3000.0,Debt Consolidation,6.03,0.04,7,696,No,0,Non-Default
28.0,Male,High School,45919.0,8,Rent,9000.0,Home Improvement,14.59,0.2,8,671,No,1,Default
27.0,Female,Associate,79177.0,6,Mortgage,6025.0,Venture,6.03,0.08,10,586,Yes,0,Non-Default
30.0,Female,Doctorate,78833.0,11,Own,1800.0,Home Improvement,16.49,0.02,9,731,No,0,Non-Default
32.0,Female,Bachelor,46786.0,4,Rent,9000.0,Medical,15.31,0.19,7,706,No,1,Default
28.0,Female,Master,55059.0,6,Rent,9000.0,Debt Consolidation,14.65,0.16,10,627,Yes,0,Non-Default
31.0,Male,Associate,79100.0,6,Mortgage,5000.0,Personal,11.01,0.06,5,639,No,0,Non-Default
28.0,Male,Bachelor,79168.0,5,Mortgage,15000.0,Education,9.99,0.19,10,632,Yes,0,Non-Default
29.0,Female,High School,54739.0,4,Rent,9000.0,Debt Consolidation,12.69,0.16,7,632,No,0,Non-Default
32.0,Female,Master,79158.0,8,Mortgage,8000.0,Personal,11.01,0.1,5,639,Yes,0,Non-Default
31.0,Female,Bachelor,55061.0,11,Rent,9000.0,Education,12.84,0.16,5,686,Yes,0,Non-Default
33.0,Female,Master,79308.0,11,Mortgage,15000.0,Medical,11.99,0.19,10,591,Yes,0,Non-Default
31.0,Male,Master,78849.0,9,Mortgage,12000.0,Venture,7.49,0.15,6,710,No,0,Non-Default
31.0,Female,Associate,78807.0,8,Mortgage,8000.0,Medical,11.49,0.1,5,697,Yes,0,Non-Default
32.0,Male,Bachelor,55998.0,9,Rent,9000.0,Medical,7.51,0.16,9,708,Yes,0,Non-Default
30.0,Female,Bachelor,56257.0,9,Rent,9000.0,Venture,7.29,0.16,5,683,No,0,Non-Default
27.0,Female,Associate,57566.0,6,Rent,9000.0,Education,12.98,0.16,7,619,Yes,0,Non-Default
34.0,Female,Bachelor,58055.0,9,Rent,9000.0,Debt Consolidation,7.14,0.16,7,716,Yes,0,Non-Default
29.0,Male,Bachelor,78965.0,5,Mortgage,10000.0,Education,8.49,0.13,10,599,No,0,Non-Default
32.0,Female,Associate,58526.0,12,Rent,9000.0,Debt Consolidation,13.99,0.15,8,685,Yes,0,Non-Default
27.0,Male,Associate,58470.0,5,Rent,9000.0,Medical,10.99,0.15,10,615,Yes,0,Non-Default
27.0,Female,Bachelor,78916.0,7,Mortgage,8000.0,Venture,7.49,0.1,8,668,No,0,Non-Default
28.0,Male,Associate,58791.0,9,Rent,9000.0,Medical,8.59,0.15,7,600,No,0,Non-Default
28.0,Male,Associate,78904.0,3,Mortgage,24000.0,Education,10.99,0.3,5,686,No,0,Non-Default
27.0,Female,Associate,79073.0,3,Mortgage,19200.0,Debt Consolidation,7.49,0.24,7,601,Yes,0,Non-Default
33.0,Male,Associate,53657.0,13,Rent,9000.0,Medical,15.21,0.17,6,665,No,1,Default
33.0,Male,Associate,61102.0,12,Rent,9000.0,Debt Consolidation,7.51,0.15,5,596,Yes,0,Non-Default
28.0,Male,Bachelor,78694.0,5,Mortgage,10000.0,Venture,7.49,0.13,5,549,Yes,0,Non-Default
34.0,Male,Bachelor,78684.0,13,Mortgage,5000.0,Venture,6.99,0.06,7,654,Yes,0,Non-Default
29.0,Female,Associate,78849.0,5,Mortgage,10000.0,Home Improvement,6.99,0.13,9,572,Yes,0,Non-Default
28.0,Male,High School,78973.0,7,Mortgage,3000.0,Education,11.01,0.04,7,577,Yes,0,Non-Default
29.0,Female,Master,78680.0,6,Mortgage,6000.0,Personal,6.99,0.08,10,644,No,0,Non-Default
34.0,Female,Associate,78793.0,15,Mortgage,13750.0,Venture,11.01,0.17,5,688,No,0,Non-Default
32.0,Female,Bachelor,62364.0,10,Rent,9000.0,Personal,12.99,0.14,5,635,Yes,0,Non-Default
31.0,Female,Master,62451.0,7,Rent,9000.0,Personal,10.99,0.14,7,650,Yes,0,Non-Default
30.0,Male,Bachelor,62892.0,8,Rent,9000.0,Debt Consolidation,6.54,0.14,6,593,Yes,0,Non-Default
35.0,Male,High School,62966.0,12,Rent,9000.0,Venture,11.01,0.14,9,631,Yes,0,Non-Default
29.0,Female,Master,78760.0,4,Mortgage,7000.0,Home Improvement,11.01,0.09,10,673,No,0,Non-Default
34.0,Female,Bachelor,78744.0,15,Mortgage,21200.0,Education,9.99,0.27,6,708,Yes,0,Non-Default
28.0,Female,High School,78803.0,5,Mortgage,2000.0,Home Improvement,7.49,0.03,6,645,Yes,0,Non-Default
28.0,Female,Associate,56167.0,7,Rent,9000.0,Debt Consolidation,17.56,0.16,7,692,No,1,Default
28.0,Female,Master,79450.0,6,Mortgage,2500.0,Venture,5.99,0.03,7,681,Yes,0,Non-Default
33.0,Male,Bachelor,79135.0,13,Mortgage,3600.0,Debt Consolidation,13.99,0.05,9,598,Yes,0,Non-Default
27.0,Female,Associate,78799.0,2,Mortgage,4500.0,Venture,11.99,0.06,10,594,Yes,0,Non-Default
30.0,Female,Bachelor,78977.0,6,Mortgage,6200.0,Personal,11.01,0.08,5,691,No,0,Non-Default
32.0,Male,Master,64995.0,10,Rent,9000.0,Medical,5.79,0.14,6,706,Yes,0,Non-Default
27.0,Female,High School,78679.0,5,Own,15000.0,Education,6.99,0.19,5,556,Yes,0,Non-Default
32.0,Female,Associate,78460.0,13,Own,10000.0,Venture,11.99,0.13,5,657,No,0,Non-Default
34.0,Female,High School,79392.0,10,Mortgage,12300.0,Debt Consolidation,11.01,0.15,10,712,No,0,Non-Default
27.0,Male,Bachelor,79208.0,5,Mortgage,9000.0,Venture,7.66,0.11,6,593,No,0,Non-Default
35.0,Male,High School,67051.0,14,Rent,9000.0,Debt Consolidation,10.25,0.13,6,576,Yes,0,Non-Default
34.0,Male,Master,37060.0,11,Rent,9050.0,Personal,5.99,0.24,9,615,Yes,0,Non-Default
29.0,Male,Associate,78526.0,2,Mortgage,7000.0,Debt Consolidation,7.29,0.09,6,702,Yes,0,Non-Default
33.0,Male,Master,75477.0,11,Rent,9050.0,Home Improvement,7.29,0.12,7,652,No,0,Non-Default
28.0,Male,High School,79181.0,6,Mortgage,5000.0,Debt Consolidation,6.92,0.06,5,525,Yes,0,Non-Default
30.0,Female,Bachelor,79413.0,9,Mortgage,12000.0,Personal,7.66,0.15,7,683,No,0,Non-Default
34.0,Female,Bachelor,75541.0,12,Rent,9100.0,Personal,13.48,0.12,7,672,No,0,Non-Default
28.0,Male,Bachelor,79187.0,7,Own,8000.0,Venture,7.66,0.1,7,679,Yes,0,Non-Default
33.0,Female,Bachelor,150927.0,12,Rent,9100.0,Personal,7.88,0.06,8,658,Yes,0,Non-Default
33.0,Female,Bachelor,52884.0,11,Rent,9150.0,Education,13.16,0.17,10,572,Yes,0,Non-Default
33.0,Male,Associate,145099.0,11,Rent,9150.0,Personal,13.99,0.06,5,648,Yes,0,Non-Default
34.0,Female,Associate,35215.0,13,Rent,9175.0,Education,12.69,0.26,5,656,No,1,Default
28.0,Female,Associate,78911.0,9,Mortgage,7500.0,Medical,7.29,0.1,8,667,No,0,Non-Default
30.0,Male,Bachelor,79095.0,3,Mortgage,3600.0,Medical,6.92,0.05,10,603,Yes,0,Non-Default
29.0,Male,Bachelor,78688.0,5,Mortgage,9600.0,Home Improvement,5.79,0.12,5,658,Yes,0,Non-Default
27.0,Male,High School,73119.0,3,Rent,9200.0,Venture,12.42,0.13,7,530,Yes,0,Non-Default
32.0,Female,Associate,79041.0,9,Own,12000.0,Personal,13.35,0.15,9,601,Yes,0,Non-Default
28.0,Male,Associate,75233.0,9,Rent,9200.0,Medical,10.0,0.12,9,662,Yes,0,Non-Default
29.0,Female,Associate,88662.0,8,Rent,9200.0,Education,7.88,0.1,5,634,No,0,Non-Default
27.0,Female,Associate,78921.0,5,Mortgage,22000.0,Home Improvement,14.09,0.28,6,589,Yes,0,Non-Default
35.0,Female,Associate,78942.0,10,Mortgage,6500.0,Venture,5.42,0.08,5,646,No,0,Non-Default
32.0,Male,High School,71794.0,10,Mortgage,3500.0,Medical,13.72,0.05,6,667,No,1,Default
28.0,Female,Bachelor,23614.0,8,Rent,9250.0,Debt Consolidation,11.49,0.39,7,700,No,1,Default
28.0,Female,Bachelor,23934.0,2,Rent,9250.0,Medical,14.22,0.39,9,667,No,1,Default
30.0,Female,Associate,79212.0,6,Mortgage,7500.0,Debt Consolidation,6.17,0.09,9,677,No,0,Non-Default
29.0,Female,Associate,79095.0,8,Mortgage,6000.0,Medical,10.36,0.08,7,649,Yes,0,Non-Default
33.0,Female,Associate,27578.0,9,Rent,9250.0,Education,12.87,0.34,9,647,No,1,Default
30.0,Male,Bachelor,31997.0,9,Rent,9250.0,Education,11.01,0.29,5,684,No,1,Default
31.0,Male,Associate,78913.0,7,Mortgage,7750.0,Education,7.51,0.1,8,622,Yes,0,Non-Default
27.0,Female,Associate,78773.0,4,Own,5000.0,Medical,7.88,0.06,5,579,No,0,Non-Default
30.0,Female,Doctorate,34664.0,7,Rent,9250.0,Medical,11.48,0.27,9,727,No,1,Default
27.0,Male,High School,78775.0,1,Mortgage,15000.0,Debt Consolidation,10.75,0.19,5,654,No,0,Non-Default
33.0,Female,Bachelor,36735.0,14,Rent,9250.0,Venture,9.99,0.25,10,576,No,1,Default
31.0,Male,Master,78768.0,9,Mortgage,10000.0,Medical,13.61,0.13,9,673,Yes,0,Non-Default
29.0,Female,High School,39365.0,3,Rent,9250.0,Home Improvement,15.65,0.23,7,625,No,1,Default
30.0,Male,Bachelor,78904.0,7,Mortgage,4000.0,Home Improvement,15.21,0.05,7,648,Yes,0,Non-Default
29.0,Female,High School,48924.0,6,Rent,9250.0,Venture,14.65,0.19,7,659,No,0,Non-Default
35.0,Female,Associate,41505.0,13,Rent,9250.0,Personal,10.59,0.22,10,667,No,1,Default
34.0,Female,Associate,78897.0,12,Mortgage,11200.0,Debt Consolidation,7.88,0.14,6,649,No,0,Non-Default
30.0,Female,High School,81701.0,7,Rent,9250.0,Venture,11.01,0.11,7,672,Yes,0,Non-Default
27.0,Male,Bachelor,44114.0,5,Rent,9300.0,Education,11.01,0.21,9,649,No,1,Default
29.0,Female,Associate,67209.0,7,Rent,9300.0,Medical,9.32,0.14,7,559,Yes,0,Non-Default
28.0,Female,Master,75250.0,7,Rent,9300.0,Debt Consolidation,11.72,0.12,5,703,Yes,0,Non-Default
32.0,Male,Associate,78891.0,7,Mortgage,12000.0,Venture,7.88,0.15,5,597,Yes,0,Non-Default
32.0,Female,Associate,15340.0,10,Rent,9325.0,Medical,8.38,0.61,6,673,No,1,Default
32.0,Male,Bachelor,37021.0,13,Rent,9325.0,Medical,13.62,0.25,7,601,No,1,Default
34.0,Female,High School,78747.0,12,Mortgage,6000.0,Venture,7.14,0.08,10,667,Yes,0,Non-Default
27.0,Male,Associate,78857.0,6,Mortgage,18000.0,Personal,7.51,0.23,8,619,Yes,0,Non-Default
27.0,Female,High School,79373.0,2,Mortgage,12000.0,Home Improvement,11.36,0.15,8,470,Yes,0,Non-Default
35.0,Male,Associate,79004.0,11,Mortgage,20000.0,Education,10.25,0.25,5,578,Yes,0,Non-Default
32.0,Male,Master,101068.0,11,Rent,9350.0,Medical,11.01,0.09,8,727,Yes,0,Non-Default
32.0,Male,Master,79240.0,10,Mortgage,5500.0,Debt Consolidation,7.51,0.07,7,651,No,0,Non-Default
34.0,Female,Associate,79270.0,12,Mortgage,10000.0,Personal,11.36,0.13,7,699,Yes,0,Non-Default
29.0,Male,Bachelor,78701.0,5,Mortgage,10000.0,Education,15.33,0.13,6,704,Yes,0,Non-Default
27.0,Male,High School,39067.0,4,Rent,9400.0,Medical,6.91,0.24,5,686,Yes,0,Non-Default
33.0,Female,Associate,78984.0,11,Mortgage,2000.0,Debt Consolidation,7.88,0.03,7,633,No,0,Non-Default
28.0,Male,Master,88371.0,3,Rent,9425.0,Home Improvement,11.49,0.11,8,668,No,0,Non-Default
32.0,Female,High School,35358.0,11,Rent,9450.0,Personal,14.27,0.27,10,536,No,1,Default
29.0,Female,Associate,79180.0,7,Mortgage,11500.0,Home Improvement,7.51,0.15,10,608,No,0,Non-Default
34.0,Male,High School,71923.0,15,Mortgage,20000.0,Medical,11.01,0.28,7,651,No,1,Default
32.0,Male,Bachelor,35505.0,11,Rent,9450.0,Debt Consolidation,16.29,0.27,8,676,No,1,Default
28.0,Female,High School,79084.0,6,Mortgage,22000.0,Personal,15.65,0.28,5,655,No,0,Non-Default
27.0,Male,Bachelor,78933.0,2,Mortgage,10250.0,Debt Consolidation,8.59,0.13,5,657,No,0,Non-Default
27.0,Male,Bachelor,78924.0,4,Mortgage,4500.0,Home Improvement,13.92,0.06,7,665,No,0,Non-Default
32.0,Female,Bachelor,84686.0,12,Rent,9450.0,Debt Consolidation,10.83,0.11,10,668,Yes,0,Non-Default
31.0,Male,Bachelor,114900.0,8,Rent,9450.0,Personal,6.54,0.08,6,597,Yes,0,Non-Default
27.0,Male,Bachelor,78755.0,1,Mortgage,24000.0,Home Improvement,17.74,0.3,6,569,Yes,0,Non-Default
27.0,Female,Master,79285.0,5,Mortgage,10000.0,Debt Consolidation,12.53,0.13,7,649,No,0,Non-Default
27.0,Female,High School,90652.0,9,Rent,9475.0,Home Improvement,11.01,0.1,5,584,Yes,0,Non-Default
31.0,Male,Master,27416.0,9,Rent,9500.0,Personal,14.59,0.35,8,588,No,1,Default
29.0,Male,Associate,78801.0,6,Mortgage,10000.0,Home Improvement,8.94,0.13,9,661,Yes,0,Non-Default
30.0,Male,Bachelor,79141.0,8,Mortgage,25000.0,Personal,15.65,0.32,5,617,Yes,0,Non-Default
34.0,Female,Associate,44083.0,9,Rent,9500.0,Debt Consolidation,8.59,0.22,8,649,No,0,Non-Default
28.0,Male,High School,78706.0,1,Own,2500.0,Medical,13.22,0.03,7,619,Yes,0,Non-Default
29.0,Male,Bachelor,72049.0,7,Mortgage,18000.0,Debt Consolidation,15.65,0.25,8,560,No,1,Default
29.0,Male,High School,48832.0,8,Rent,9500.0,Venture,11.01,0.19,7,675,Yes,0,Non-Default
29.0,Female,Bachelor,79031.0,9,Mortgage,16000.0,Personal,12.87,0.2,10,684,No,0,Non-Default
28.0,Male,Associate,71574.0,8,Mortgage,12000.0,Debt Consolidation,9.63,0.17,10,698,No,1,Default
34.0,Female,Bachelor,79228.0,10,Own,5600.0,Personal,8.0,0.07,6,605,No,0,Non-Default
32.0,Male,Associate,79116.0,10,Mortgage,5600.0,Personal,11.58,0.07,5,666,No,0,Non-Default
29.0,Female,High School,59917.0,9,Rent,9500.0,Education,11.01,0.16,5,628,No,1,Default
33.0,Female,Bachelor,84948.0,9,Rent,9500.0,Debt Consolidation,11.01,0.11,5,635,No,0,Non-Default
29.0,Female,Master,87456.0,8,Rent,9500.0,Medical,11.26,0.11,7,624,Yes,0,Non-Default
28.0,Female,Bachelor,79226.0,5,Own,7500.0,Venture,10.96,0.09,5,663,Yes,0,Non-Default
29.0,Male,Bachelor,93453.0,5,Rent,9500.0,Education,12.84,0.1,9,628,Yes,0,Non-Default
32.0,Male,Master,116706.0,7,Rent,9500.0,Home Improvement,11.01,0.08,5,657,No,0,Non-Default
30.0,Female,High School,71703.0,10,Mortgage,10000.0,Medical,8.0,0.14,9,680,No,1,Default
27.0,Male,Bachelor,24665.0,6,Rent,9575.0,Home Improvement,6.62,0.39,9,603,No,1,Default
33.0,Male,Associate,78973.0,11,Mortgage,16800.0,Home Improvement,9.76,0.21,6,579,Yes,0,Non-Default
29.0,Male,Associate,71620.0,6,Mortgage,15000.0,Debt Consolidation,9.76,0.21,8,666,No,1,Default
32.0,Female,Master,30586.0,14,Rent,9600.0,Education,7.14,0.31,9,720,No,1,Default
28.0,Female,Bachelor,78939.0,5,Own,1450.0,Home Improvement,9.76,0.02,6,631,No,0,Non-Default
34.0,Male,Associate,79110.0,14,Mortgage,10000.0,Education,11.01,0.13,8,609,Yes,0,Non-Default
35.0,Male,Associate,79021.0,16,Mortgage,25000.0,Debt Consolidation,9.51,0.32,10,664,No,0,Non-Default
28.0,Female,High School,30915.0,2,Rent,9600.0,Medical,14.27,0.31,10,639,No,1,Default
30.0,Male,Associate,78794.0,3,Mortgage,15000.0,Education,7.51,0.19,9,673,No,0,Non-Default
35.0,Male,Master,34795.0,12,Rent,9600.0,Medical,13.57,0.28,7,649,No,1,Default
30.0,Female,Bachelor,78935.0,9,Mortgage,1500.0,Personal,5.99,0.02,9,557,Yes,0,Non-Default
28.0,Female,Bachelor,37216.0,3,Rent,9600.0,Venture,11.01,0.26,7,599,No,1,Default
33.0,Male,Associate,41155.0,8,Rent,9600.0,Debt Consolidation,10.99,0.23,8,688,No,0,Non-Default
28.0,Male,Bachelor,78873.0,7,Mortgage,9000.0,Medical,5.99,0.11,5,694,No,0,Non-Default
29.0,Male,Master,41327.0,8,Rent,9600.0,Personal,15.99,0.23,7,709,No,1,Default
29.0,Female,Master,78854.0,6,Mortgage,5000.0,Education,6.17,0.06,7,620,No,0,Non-Default
28.0,Male,Associate,41800.0,7,Rent,9600.0,Debt Consolidation,10.99,0.23,5,635,Yes,0,Non-Default
33.0,Male,Bachelor,78823.0,12,Mortgage,8000.0,Venture,11.49,0.1,9,718,Yes,0,Non-Default
27.0,Female,Associate,45923.0,5,Rent,9600.0,Debt Consolidation,7.14,0.21,8,610,No,0,Non-Default
30.0,Male,Master,79019.0,8,Mortgage,7100.0,Personal,8.0,0.09,10,637,No,0,Non-Default
28.0,Female,Associate,71898.0,7,Mortgage,8000.0,Personal,7.37,0.11,6,711,No,1,Default
30.0,Male,Master,79058.0,9,Mortgage,5250.0,Debt Consolidation,9.63,0.07,8,640,No,0,Non-Default
28.0,Male,High School,48122.0,5,Rent,9600.0,Medical,7.49,0.2,8,486,Yes,0,Non-Default
27.0,Male,Master,78965.0,9,Own,12000.0,Home Improvement,12.09,0.15,7,667,Yes,0,Non-Default
29.0,Female,High School,79030.0,4,Mortgage,12000.0,Personal,9.62,0.15,5,597,No,0,Non-Default
30.0,Male,Master,79187.0,8,Mortgage,6250.0,Personal,12.87,0.08,9,644,Yes,0,Non-Default
34.0,Female,Associate,78882.0,12,Mortgage,8000.0,Venture,6.92,0.1,7,589,Yes,0,Non-Default
31.0,Female,Bachelor,79483.0,9,Mortgage,7000.0,Personal,8.0,0.09,8,671,Yes,0,Non-Default
32.0,Male,Bachelor,49064.0,7,Rent,9600.0,Debt Consolidation,13.48,0.2,5,661,No,0,Non-Default
27.0,Male,Associate,79026.0,6,Mortgage,5300.0,Home Improvement,7.51,0.07,10,640,Yes,0,Non-Default
30.0,Male,High School,50007.0,2,Rent,9600.0,Venture,11.01,0.19,9,662,Yes,0,Non-Default
27.0,Female,Bachelor,50620.0,5,Rent,9600.0,Debt Consolidation,11.01,0.19,5,635,Yes,0,Non-Default
28.0,Male,Associate,51185.0,5,Rent,9600.0,Medical,7.9,0.19,7,674,No,0,Non-Default
28.0,Male,Bachelor,44408.0,6,Rent,9600.0,Medical,14.61,0.22,10,714,No,1,Default
28.0,Male,Associate,79697.0,3,Mortgage,11000.0,Home Improvement,6.03,0.14,8,541,Yes,0,Non-Default
33.0,Male,Associate,53744.0,11,Rent,9600.0,Medical,13.16,0.18,5,649,Yes,0,Non-Default
33.0,Female,High School,55265.0,10,Rent,9600.0,Education,8.49,0.17,5,593,Yes,0,Non-Default
30.0,Male,Associate,79832.0,8,Own,4000.0,Venture,12.68,0.05,7,670,Yes,0,Non-Default
27.0,Male,Bachelor,72662.0,6,Mortgage,7750.0,Venture,14.84,0.11,9,645,No,1,Default
27.0,Female,Master,48806.0,6,Rent,9600.0,Medical,11.01,0.2,9,706,No,1,Default
33.0,Female,Associate,58427.0,10,Rent,9600.0,Medical,16.29,0.16,7,673,Yes,0,Non-Default
28.0,Female,Doctorate,63385.0,6,Rent,9600.0,Home Improvement,9.07,0.15,7,593,Yes,0,Non-Default
31.0,Male,Associate,55979.0,9,Rent,9600.0,Medical,14.46,0.17,5,509,No,1,Default
29.0,Male,Master,80389.0,7,Mortgage,7000.0,Debt Consolidation,9.91,0.09,10,565,Yes,0,Non-Default
29.0,Female,Associate,73084.0,5,Mortgage,6000.0,Venture,15.27,0.08,10,567,No,1,Default
35.0,Male,Master,80381.0,10,Mortgage,3000.0,Venture,6.03,0.04,7,680,No,0,Non-Default
29.0,Male,High School,64683.0,6,Rent,9600.0,Venture,12.73,0.15,5,600,Yes,0,Non-Default
35.0,Male,Bachelor,80352.0,10,Mortgage,9100.0,Debt Consolidation,12.42,0.11,7,690,No,0,Non-Default
29.0,Female,Associate,70914.0,6,Rent,9600.0,Venture,11.48,0.14,5,574,Yes,0,Non-Default
33.0,Female,High School,71890.0,8,Rent,9600.0,Medical,9.91,0.13,8,696,No,0,Non-Default
27.0,Male,Doctorate,72747.0,4,Rent,9600.0,Venture,10.65,0.13,7,568,Yes,0,Non-Default
28.0,Male,Master,73260.0,10,Rent,9600.0,Education,13.57,0.13,8,560,Yes,0,Non-Default
